COVID Confirmed Asian or PacificIslander,COVID Suspected Ethnicity Missing,COVID Suspected Age Missing,COVID Suspected Race Missing,COVID Suspected Gender Missing,COVID Confirmed Gender Missing,COVID Confirmed Ethnicity Missing,COVID Confirmed Race Missing,COVID Confirmed Age Missing,today,Date Filter,Max Date,Date,COVID Confirmed 0-17,COVID Confirmed 18-19,COVID Confirmed 20-29,COVID Confirmed 30-39,COVID Confirmed 40-49,COVID Confirmed 50-59,COVID Confirmed 60-69,COVID Confirmed 70-79,COVID Confirmed 80-,COVID Confirmed Age Unknown,COVID Confirmed Hispanic,COVID Confirmed Non-Hispanic,COVID Confirmed Ethnicity Not Disclosed,COVID Confirmed Female,COVID Confirmed Male,COVID Confirmed Gender Not Disclosed,COVID Confirmed Gender Unknown,COVID Confirmed Alaskan Native American Indian,COVID Confirmed Black African American,COVID Confirmed Race Not Disclosed,COVID Confirmed Race Additional Groups,COVID Confirmed White
8,118,0,110,142,0,0,0,0,2022-06-15,T,2022-06-11,2022-01-18,16,2,40,45,50,90,124,116,108,5,31,537,28,291,300,5,0,9,172,11,39,357
1,4,4,5,4,0,0,0,0,2022-06-15,T,2022-06-11,2020-12-05,5,1,10,13,27,44,57,81,57,0,16,256,23,143,152,0,0,2,78,10,14,190
1,0,1,1,32,0,0,0,0,2022-06-15,T,2022-06-11,2021-10-07,2,1,15,17,23,39,47,50,28,2,11,201,12,111,110,2,1,7,36,8,8,164
2,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-06-19,2,1,6,11,11,10,10,10,2,0,3,56,4,37,26,0,0,3,19,1,4,34
1,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-06-28,0,0,1,3,10,10,7,11,5,0,4,40,3,27,19,1,0,4,12,1,5,24
2,56,0,55,60,0,0,0,0,2022-06-15,T,2022-06-11,2021-12-14,3,2,7,13,26,30,37,37,33,1,12,172,5,103,85,1,0,4,47,3,14,119
4,0,0,0,2,3,3,5,3,2022-06-15,T,2022-06-11,2021-01-01,8,2,17,24,23,53,80,110,111,11,18,389,32,220,210,9,0,4,95,12,16,306
4,0,0,0,25,3,3,3,1,2022-06-15,T,2022-06-11,2021-08-12,8,4,20,31,39,73,80,50,35,4,22,302,18,174,164,4,0,13,73,10,16,226
1,0,0,0,0,0,3,0,0,2022-06-15,T,2022-06-11,2021-02-15,0,0,5,10,17,35,30,32,43,0,6,157,6,81,90,0,1,3,56,3,5,104
1,12,0,12,35,0,3,0,0,2022-06-15,T,2022-06-11,2021-11-07,1,0,4,10,10,22,28,17,9,5,7,91,5,43,61,2,0,2,23,2,5,73
3,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-05-13,2,1,8,18,13,15,22,11,5,0,5,89,1,58,37,0,0,3,32,0,4,53
0,15,0,17,35,0,0,0,0,2022-06-15,T,2022-06-11,2022-03-14,0,0,3,3,4,7,11,8,11,0,4,41,2,27,20,0,0,0,13,1,3,30
0,16,0,21,36,0,0,0,0,2022-06-15,T,2022-06-11,2022-04-05,0,0,1,4,5,7,5,4,9,0,3,32,0,20,15,0,0,0,10,0,3,22
1,1,0,4,21,0,0,0,0,2022-06-15,T,2022-06-11,2022-05-22,1,1,0,4,7,4,16,20,7,1,1,57,3,28,32,1,0,4,11,2,1,42
2,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-07-29,4,3,11,21,18,38,32,20,14,2,19,131,13,75,86,2,0,6,43,4,13,95
1,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-05-19,3,3,8,9,10,27,21,20,9,2,11,97,4,66,45,1,0,2,33,2,10,64
1,63,0,63,81,0,0,0,0,2022-06-15,T,2022-06-11,2021-11-09,5,0,8,5,18,18,26,23,19,0,6,109,7,51,71,0,0,1,35,3,10,72
0,1,1,3,25,6,6,5,11,2022-06-15,T,2022-06-11,2021-02-05,3,0,12,8,14,43,64,92,54,1,10,266,20,143,153,0,0,4,94,4,13,182
7,69,0,69,98,0,0,0,0,2022-06-15,T,2022-06-11,2022-02-12,6,2,12,23,20,38,58,67,54,1,9,263,9,150,130,1,0,7,70,3,6,188
4,1,0,0,0,2,4,3,0,2022-06-15,T,2022-06-11,2020-11-10,2,2,5,11,12,23,43,46,45,2,15,159,13,97,92,0,0,4,54,2,8,116
3,0,0,0,0,1,1,1,1,2022-06-15,T,2022-06-11,2021-04-12,2,1,13,12,24,20,24,18,6,2,7,106,9,60,60,2,0,3,45,5,3,63
2,0,0,0,0,1,1,1,1,2022-06-15,T,2022-06-11,2021-09-12,11,3,20,35,43,69,73,54,35,2,23,310,12,163,180,2,0,11,75,4,19,234
1,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-07-27,1,1,14,17,29,35,35,27,19,4,12,160,10,94,84,4,0,6,49,9,6,111
9,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2020-12-29,6,2,11,16,25,50,84,93,92,3,25,319,38,185,194,3,0,13,101,7,17,235
3,50,0,49,76,0,0,0,0,2022-06-15,T,2022-06-11,2021-12-25,1,2,5,24,19,39,42,38,32,7,8,186,15,96,106,7,0,11,35,5,10,145
3,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-05-29,2,1,5,3,7,21,16,6,7,0,5,60,3,40,28,0,0,3,20,4,5,33
11,2,2,0,2,2,2,2,2,2022-06-15,T,2022-06-11,2021-01-15,3,1,10,9,30,72,91,134,95,2,17,403,27,239,206,0,2,8,117,6,22,283
2,42,0,40,67,0,0,0,0,2022-06-15,T,2022-06-11,2021-12-08,3,1,10,17,19,32,41,32,22,0,8,163,6,95,82,0,0,4,28,0,11,132
0,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-06-17,0,0,5,0,10,12,10,9,6,0,1,48,3,28,24,0,0,3,17,2,0,30
1,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-07-08,1,0,2,7,6,10,7,12,4,1,2,47,1,29,20,1,0,0,19,2,1,27
2,21,0,37,34,0,0,0,0,2022-06-15,T,2022-06-11,2022-04-12,4,0,2,3,0,7,3,6,6,0,3,28,0,19,12,0,0,0,8,1,1,19
3,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-03-08,1,1,3,8,9,21,19,17,9,3,4,70,17,44,44,3,0,4,28,4,5,47
3,94,0,93,118,0,0,0,0,2022-06-15,T,2022-06-11,2022-01-04,8,7,41,39,47,70,107,91,62,7,25,436,18,260,213,6,0,8,145,18,26,279
3,0,0,0,0,13,14,13,13,2022-06-15,T,2022-06-11,2020-12-11,3,0,9,12,23,44,63,88,75,2,17,272,29,170,149,0,0,4,87,4,15,206
2,0,0,0,0,3,3,3,3,2022-06-15,T,2022-06-11,2021-10-09,4,2,17,16,28,35,44,44,30,1,11,206,4,115,106,0,0,3,55,4,13,144
3,0,0,0,0,1,1,1,1,2022-06-15,T,2022-06-11,2021-01-17,6,1,8,13,39,45,77,103,80,1,18,326,29,189,184,0,0,5,119,16,14,216
0,35,0,38,60,0,0,0,0,2022-06-15,T,2022-06-11,2021-11-28,6,0,4,12,10,13,26,26,16,2,4,107,4,54,59,2,0,0,26,2,3,84
1,0,0,3,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-05-02,3,0,11,7,12,12,24,19,15,1,5,90,9,55,47,1,1,1,38,3,9,52
2,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-08-15,6,1,20,25,43,68,70,52,35,0,9,301,10,174,146,0,0,9,65,2,13,229
2,1,1,2,25,1,2,1,3,2022-06-15,T,2022-06-11,2021-02-18,4,1,9,13,16,23,41,47,24,0,11,160,8,79,101,0,0,5,58,1,13,101
2,0,0,0,0,1,1,1,0,2022-06-15,T,2022-06-11,2020-11-23,1,0,8,9,14,31,55,46,43,3,11,169,29,103,106,0,0,5,59,5,7,131
3,129,0,127,154,0,0,0,0,2022-06-15,T,2022-06-11,2022-01-22,18,4,37,52,45,77,146,122,87,3,33,532,26,318,270,3,0,11,180,11,40,346
1,28,0,29,28,0,0,0,0,2022-06-15,T,2022-06-11,2021-10-27,2,1,9,14,7,20,26,24,17,1,6,111,4,66,54,1,0,1,21,3,4,91
0,26,0,34,50,0,0,0,0,2022-06-15,T,2022-06-11,2022-03-15,1,0,8,11,1,9,20,19,12,0,7,74,0,45,35,0,1,1,15,2,8,55
0,0,0,0,0,3,3,3,3,2022-06-15,T,2022-06-11,2021-04-04,2,0,6,9,11,21,29,21,11,1,5,101,5,59,51,1,0,2,40,3,4,62
0,8,5,5,24,4,4,5,3,2022-06-15,T,2022-06-11,2020-10-17,0,0,5,4,6,22,23,21,24,0,6,93,5,51,52,0,1,5,34,0,4,60
0,35,0,39,55,0,0,0,0,2022-06-15,T,2022-06-11,2022-03-08,3,0,1,4,8,10,11,17,17,1,3,66,3,31,40,1,0,1,20,3,5,43
2,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-09-20,6,0,27,30,45,65,65,62,32,4,32,294,10,182,150,4,0,10,83,10,29,202
0,41,0,42,63,0,0,0,0,2022-06-15,T,2022-06-11,2021-11-27,0,0,6,9,22,29,28,35,23,1,5,145,3,79,73,1,0,0,28,2,5,118
4,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-01-18,2,2,12,15,21,43,64,71,73,1,12,274,18,146,158,0,0,5,94,3,11,187
1,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-05-01,1,1,9,12,21,13,23,17,6,1,10,88,6,55,48,1,0,1,36,2,9,55
4,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-08-16,8,0,14,33,51,63,72,57,30,3,28,287,16,155,173,3,0,8,91,11,24,193
9,1,1,0,1,2,1,0,0,2022-06-15,T,2022-06-11,2021-01-11,0,1,13,9,26,51,86,112,83,4,21,334,29,179,202,2,0,12,102,10,17,235
0,2,2,2,2,0,0,0,0,2022-06-15,T,2022-06-11,2021-06-13,1,0,4,3,2,14,7,7,5,0,5,34,4,23,18,1,1,2,9,4,5,23
0,0,0,1,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-07-04,0,2,4,5,6,6,11,6,5,0,3,39,3,26,19,0,0,1,14,0,4,26
1,35,0,36,58,0,0,0,0,2022-06-15,T,2022-06-11,2021-12-04,3,0,6,12,23,31,25,32,24,1,4,149,4,90,66,1,0,4,35,1,8,108
2,23,0,26,46,0,0,0,0,2022-06-15,T,2022-06-11,2022-06-05,5,0,5,9,3,14,22,31,22,2,5,104,4,68,43,2,0,1,23,2,5,80
2,0,0,0,0,2,2,2,2,2022-06-15,T,2022-06-11,2021-08-02,5,0,13,18,22,31,37,26,25,2,11,153,15,89,87,2,1,4,44,7,5,117
7,0,0,0,0,0,2,0,0,2022-06-15,T,2022-06-11,2021-02-09,1,1,5,12,22,35,68,74,52,0,8,245,15,118,152,0,0,0,84,3,6,170
0,46,0,47,47,0,0,0,0,2022-06-15,T,2022-06-11,2021-11-13,4,1,8,13,7,9,16,25,15,0,7,90,1,56,42,0,0,2,21,2,3,70
0,0,0,1,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-05-23,1,0,2,2,5,7,9,9,8,1,1,40,3,20,23,1,0,2,13,1,2,26
2,43,0,45,65,0,0,0,0,2022-06-15,T,2022-06-11,2022-05-11,4,0,6,4,7,12,14,16,23,1,0,80,7,49,37,0,1,2,21,4,4,54
2,3,0,2,3,0,0,0,0,2022-06-15,T,2022-06-11,2021-10-20,7,1,4,8,16,32,41,29,14,1,11,137,5,74,78,0,1,4,43,2,11,91
1,0,0,0,3,2,2,1,2,2022-06-15,T,2022-06-11,2020-11-20,1,0,6,10,18,31,48,54,48,0,14,177,25,103,113,0,0,6,74,4,10,122
4,98,0,98,122,0,0,0,0,2022-06-15,T,2022-06-11,2022-02-02,18,4,32,31,49,64,122,108,84,5,16,477,24,281,230,5,1,7,135,12,23,336
0,0,0,3,17,0,1,0,0,2022-06-15,T,2022-06-11,2021-03-05,2,1,12,6,5,22,31,27,19,2,1,116,9,71,54,2,0,5,35,3,5,79
2,68,59,67,67,34,37,35,31,2022-06-15,T,2022-06-11,2020-10-03,1,1,4,4,5,16,22,20,16,1,5,70,9,40,46,1,0,3,42,3,4,32
1,33,0,35,57,0,0,0,0,2022-06-15,T,2022-06-11,2022-03-04,3,0,5,6,8,14,22,19,34,2,6,98,9,62,49,2,0,1,20,2,7,82
1,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-03-31,5,1,6,9,14,25,29,21,11,2,13,100,10,67,54,2,0,4,31,4,16,67
1,47,27,48,46,8,20,14,13,2022-06-15,T,2022-06-11,2020-10-13,1,1,5,8,14,25,37,35,36,0,12,123,20,89,71,6,1,5,36,2,13,104
2,0,1,0,20,0,0,0,0,2022-06-15,T,2022-06-11,2021-09-16,5,5,24,36,52,70,81,77,32,3,17,354,14,174,208,3,0,5,92,5,21,260
1,24,0,26,44,0,0,0,0,2022-06-15,T,2022-06-11,2022-05-21,4,0,3,8,7,5,13,21,27,1,4,81,4,48,40,1,0,2,21,3,6,56
0,0,0,1,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-06-05,1,0,7,7,6,11,12,12,5,0,2,56,3,40,20,1,0,3,24,2,3,29
1,0,0,1,0,0,0,0,0,2022-06-15,T,2022-06-11,2020-12-18,3,0,19,17,18,55,78,79,76,1,20,307,19,180,164,0,2,5,86,11,17,226
1,71,0,71,110,0,0,0,0,2022-06-15,T,2022-06-11,2021-12-28,6,1,28,37,32,54,64,58,50,2,20,297,15,175,155,2,0,15,84,9,22,201
0,0,0,1,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-07-12,3,0,6,3,5,11,9,6,4,0,1,45,1,26,21,0,0,5,14,0,2,26
4,131,0,136,169,0,0,0,0,2022-06-15,T,2022-06-11,2022-01-26,25,7,51,45,48,93,153,150,119,6,53,607,37,369,323,4,1,16,170,18,58,431
2,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-10-31,0,0,6,7,11,15,18,23,13,0,4,88,1,47,46,0,0,3,14,1,3,70
3,4,5,3,8,1,2,0,1,2022-06-15,T,2022-06-11,2021-02-22,1,0,7,7,11,22,33,34,27,0,10,117,14,78,64,0,0,6,46,2,5,81
1,0,0,2,19,0,0,0,0,2022-06-15,T,2022-06-11,2020-11-27,2,0,11,9,19,17,43,41,34,2,9,151,18,86,91,1,0,9,60,4,8,96
1,42,0,42,59,0,0,0,0,2022-06-15,T,2022-06-11,2021-11-25,1,1,7,11,14,22,26,18,18,0,9,108,1,55,63,0,0,2,20,2,8,85
0,0,0,1,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-05-03,5,0,8,12,10,26,18,14,13,1,4,99,4,53,53,0,1,1,36,3,7,60
5,1,1,0,6,1,6,2,2,2022-06-15,T,2022-06-11,2021-01-20,6,3,16,25,32,51,84,101,83,0,28,345,24,214,188,0,0,13,115,5,26,237
0,0,0,3,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-08-14,11,2,16,38,45,61,53,69,41,3,26,304,9,176,160,3,0,6,70,7,21,235
2,0,0,1,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-08-11,9,2,18,21,41,81,51,59,36,1,16,287,16,158,160,1,0,9,84,6,16,202
1,37,0,36,52,0,0,0,0,2022-06-15,T,2022-06-11,2021-11-08,1,0,4,7,12,17,19,10,18,0,5,77,6,54,34,0,0,1,18,1,5,62
0,0,0,0,14,1,1,1,1,2022-06-15,T,2022-06-11,2021-02-14,1,0,12,12,15,33,47,46,38,0,8,190,6,113,91,0,0,3,56,2,11,132
2,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-05-14,3,0,5,9,17,28,26,17,9,0,2,106,6,63,51,0,0,2,45,2,3,60
1,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-06-01,1,0,7,6,10,14,16,12,6,0,4,66,2,38,34,0,0,0,23,0,4,44
6,58,0,55,79,0,0,0,0,2022-06-15,T,2022-06-11,2021-12-24,9,4,18,22,22,48,66,34,35,5,14,235,14,143,113,6,1,10,63,8,18,158
1,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-07-24,2,3,9,17,16,27,29,20,11,0,12,121,1,70,63,1,0,3,38,4,4,84
6,1,0,0,4,11,11,11,7,2022-06-15,T,2022-06-11,2020-12-30,5,0,14,19,30,54,68,105,87,10,21,330,37,198,185,5,0,6,104,10,20,242
0,7,0,13,18,0,0,0,0,2022-06-15,T,2022-06-11,2022-04-18,0,1,3,2,3,4,6,8,8,0,2,33,0,15,20,0,0,1,8,0,2,24
1,26,0,29,53,0,0,0,0,2022-06-15,T,2022-06-11,2022-05-17,3,0,6,9,4,6,17,30,21,4,0,96,4,51,49,0,0,1,22,1,5,70
1,30,0,30,47,0,0,0,0,2022-06-15,T,2022-06-11,2022-06-08,11,0,6,11,10,19,25,36,14,4,8,118,8,69,60,4,1,4,35,5,12,77
1,31,0,37,54,0,0,0,0,2022-06-15,T,2022-06-11,2022-06-01,4,3,8,10,6,17,26,18,25,3,2,113,5,69,48,3,0,1,27,4,7,80
0,37,0,37,61,0,0,0,0,2022-06-15,T,2022-06-11,2021-11-17,2,0,6,6,23,21,21,21,17,0,6,111,0,58,59,0,0,3,28,1,4,81
1,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-04-25,1,2,9,17,17,27,40,11,6,2,7,113,12,76,54,0,2,4,46,6,9,66
4,2,2,1,2,1,1,1,1,2022-06-15,T,2022-06-11,2021-01-28,5,1,18,15,26,47,83,90,55,0,17,301,22,182,158,0,0,8,109,4,13,202
3,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-08-22,7,0,19,35,55,65,87,62,40,3,15,341,17,183,185,4,1,11,81,11,12,255
2,0,0,0,18,1,1,2,5,2022-06-15,T,2022-06-11,2021-09-24,5,0,24,24,44,54,71,59,37,4,33,284,9,157,165,4,0,8,70,11,23,211
4,49,28,50,49,18,29,22,9,2022-06-15,T,2022-06-11,2020-10-11,2,3,6,9,15,22,17,27,25,1,10,83,14,59,54,5,0,2,31,9,11,57
1,0,0,0,0,1,1,1,1,2022-06-15,T,2022-06-11,2021-03-23,1,2,10,12,15,32,33,16,14,4,10,115,14,63,72,4,0,2,35,6,10,85
1,3,1,5,1,8,9,8,5,2022-06-15,T,2022-06-11,2020-10-21,1,0,6,3,10,15,30,44,22,1,9,115,4,63,66,0,0,1,36,2,8,81
2,44,1,44,70,0,0,0,0,2022-06-15,T,2022-06-11,2022-02-24,8,1,9,8,12,27,36,53,43,0,10,182,5,114,83,0,0,9,35,2,15,134
1,0,0,1,0,1,0,0,0,2022-06-15,T,2022-06-11,2021-09-02,7,4,26,36,66,89,84,52,40,4,26,360,22,195,208,3,1,16,94,13,21,263
1,56,0,60,84,0,0,0,0,2022-06-15,T,2022-06-11,2022-02-18,11,5,22,17,22,29,49,53,46,2,12,231,13,125,129,2,0,5,44,10,16,180
0,2,4,5,10,0,0,0,0,2022-06-15,T,2022-06-11,2020-11-04,0,1,5,10,20,27,35,36,35,2,8,149,14,87,83,1,0,1,54,5,9,102
0,0,0,1,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-04-22,2,0,7,11,17,33,37,17,20,2,9,128,9,73,71,0,2,1,48,4,8,85
0,10,0,16,30,0,0,0,0,2022-06-15,T,2022-06-11,2022-04-07,1,0,5,3,3,6,5,10,10,0,2,39,2,26,16,0,1,0,15,0,3,25
0,8,0,15,29,0,0,0,0,2022-06-15,T,2022-06-11,2022-04-26,2,1,3,5,4,4,13,10,11,1,3,48,3,23,30,1,0,0,14,2,3,35
0,0,0,2,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-06-26,4,0,5,3,8,10,3,8,3,1,6,37,2,26,18,1,0,2,8,4,4,27
0,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-06-21,0,1,2,6,3,5,10,5,8,0,2,38,0,26,14,0,0,1,15,0,2,22
1,36,0,37,42,0,0,0,0,2022-06-15,T,2022-06-11,2021-12-12,2,2,9,12,15,23,30,30,21,2,5,139,2,68,76,2,0,4,22,4,9,106
4,0,0,0,0,3,5,5,1,2022-06-15,T,2022-06-11,2021-01-03,5,1,10,20,22,70,87,105,95,11,21,355,46,211,205,8,0,6,91,15,14,292
1,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-05-30,3,2,5,5,5,10,16,8,8,0,6,55,1,42,20,0,0,1,16,1,5,38
3,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2020-12-28,2,1,11,12,22,58,90,94,72,0,19,320,23,162,200,0,0,5,83,2,19,250
5,40,0,35,69,0,0,0,0,2022-06-15,T,2022-06-11,2021-12-26,2,3,11,25,21,39,47,46,30,2,8,204,14,120,104,2,0,7,59,8,12,135
2,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-07-26,1,1,12,10,22,44,24,17,9,1,8,129,4,69,71,1,0,2,41,4,6,86
0,20,0,23,43,0,0,0,0,2022-06-15,T,2022-06-11,2022-05-19,4,1,6,12,10,12,15,19,19,0,1,94,3,57,41,0,0,2,29,0,2,65
1,23,0,29,41,0,0,0,0,2022-06-15,T,2022-06-11,2022-04-14,2,0,2,8,4,5,8,10,14,0,4,49,0,31,22,0,0,1,14,1,4,32
4,0,0,0,32,0,0,0,0,2022-06-15,T,2022-06-11,2021-09-23,7,4,26,45,35,60,73,66,40,3,13,326,20,199,157,3,0,10,88,8,17,232
3,63,37,63,57,30,32,31,20,2022-06-15,T,2022-06-11,2020-10-10,2,1,10,7,7,26,29,30,30,0,13,102,15,69,60,3,0,3,42,2,8,73
1,1,1,1,1,0,0,0,0,2022-06-15,T,2022-06-11,2021-03-24,5,1,6,11,14,14,24,10,21,0,12,90,4,65,41,0,0,0,35,4,9,57
1,5,3,2,20,14,17,16,16,2022-06-15,T,2022-06-11,2020-10-24,2,0,7,10,13,23,45,32,38,0,11,151,7,91,81,0,0,0,53,2,9,105
0,27,0,35,55,0,0,0,0,2022-06-15,T,2022-06-11,2022-02-21,6,2,9,11,8,21,39,37,32,2,5,155,7,85,79,2,1,7,42,4,7,107
0,14,0,18,30,0,0,0,0,2022-06-15,T,2022-06-11,2022-03-18,1,1,7,3,4,7,12,5,11,2,4,46,3,26,25,2,0,0,12,3,3,35
1,0,0,1,0,2,2,0,2,2022-06-15,T,2022-06-11,2021-02-01,2,0,13,18,24,44,45,62,56,0,10,242,12,136,128,0,0,7,86,5,12,155
1,26,0,25,46,0,3,0,0,2022-06-15,T,2022-06-11,2021-11-21,3,0,9,3,11,22,18,23,24,2,10,100,2,55,57,2,1,3,22,5,6,78
1,0,0,2,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-08-26,6,1,18,34,48,70,100,73,43,3,21,354,21,194,198,3,1,9,84,12,18,272
0,0,0,1,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-04-29,5,2,10,15,12,24,27,31,9,1,7,121,8,73,62,1,0,4,50,2,6,74
3,0,0,0,22,0,0,0,0,2022-06-15,T,2022-06-11,2021-10-04,6,2,14,27,33,52,39,32,27,1,10,216,7,106,126,1,0,3,56,3,11,157
5,103,0,100,123,0,0,0,0,2022-06-15,T,2022-06-11,2022-01-17,10,3,41,34,43,62,92,70,72,1,26,385,17,232,195,1,0,6,133,15,24,245
1,0,0,0,0,2,2,2,2,2022-06-15,T,2022-06-11,2020-12-06,3,2,6,13,29,46,54,67,42,2,21,221,22,128,136,0,0,7,65,6,19,166
0,0,0,2,0,3,4,3,3,2022-06-15,T,2022-06-11,2021-03-21,3,0,4,10,14,17,17,16,10,1,3,80,8,51,40,1,0,2,27,5,3,55
0,52,0,58,76,0,0,0,0,2022-06-15,T,2022-06-11,2022-02-22,4,2,15,15,13,30,29,43,44,0,13,173,9,117,78,0,0,9,49,2,11,124
3,0,0,0,26,0,0,1,0,2022-06-15,T,2022-06-11,2021-09-22,5,0,17,28,36,60,75,53,42,7,15,287,21,159,157,7,0,1,81,11,13,213
3,58,50,61,60,27,27,26,8,2022-06-15,T,2022-06-11,2020-10-09,2,2,8,12,10,18,26,19,15,1,5,82,7,43,50,0,1,1,25,0,5,61
2,0,0,0,0,0,1,0,0,2022-06-15,T,2022-06-11,2021-03-25,3,2,8,13,7,24,18,20,7,2,6,89,8,60,42,2,0,1,35,2,6,58
2,2,2,1,17,13,14,14,13,2022-06-15,T,2022-06-11,2020-10-23,2,0,7,6,12,16,32,35,31,3,9,116,18,85,59,0,0,4,40,3,9,85
2,0,0,1,0,2,2,3,0,2022-06-15,T,2022-06-11,2021-01-02,4,0,8,10,21,50,82,97,86,13,15,322,32,174,187,8,0,6,87,12,16,245
0,0,0,1,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-06-18,3,0,8,5,9,11,10,7,3,1,4,51,2,34,22,1,0,1,20,4,3,29
0,0,0,1,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-06-29,2,1,3,2,7,10,8,4,9,0,6,40,0,24,22,0,0,5,10,0,7,24
1,38,0,41,44,0,0,0,0,2022-06-15,T,2022-06-11,2021-12-13,5,2,3,12,27,31,32,31,24,1,6,159,3,81,86,1,0,6,31,3,12,115
1,1,0,4,1,6,6,4,6,2022-06-15,T,2022-06-11,2020-11-21,2,2,9,11,14,27,64,60,43,0,12,196,24,118,114,0,0,2,64,7,11,149
3,89,0,92,120,0,0,0,0,2022-06-15,T,2022-06-11,2022-02-01,15,4,25,34,41,76,118,126,96,2,22,486,29,261,274,2,0,11,107,7,33,376
1,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-03-04,0,0,6,9,13,30,21,20,20,0,2,109,8,51,68,0,0,3,33,2,6,74
3,3,0,0,3,0,0,0,0,2022-06-15,T,2022-06-11,2021-10-21,5,1,12,13,25,19,29,22,20,3,11,127,11,75,71,3,0,4,32,8,12,90
